"anio","tabla","variable","definicion","pregunta_literal","universo_literal","regla_derivacion"
2024,"persona","p37_lugres5","Esta pregunta se refiere al lugar geográfico-espacial donde la persona vivía el año 2019.","37. ¿Dónde vivía el año 2019? 1 Aquí, en este municipio (PASE A P38) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 7 Potosí 7 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P38) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p373_paisres5_cod","Esta pregunta se refiere al país donde la persona vivía el año 2019.","37. ¿Dónde vivía el año 2019? 1 Aquí, en este municipio (PASE A P38) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 7 Potosí 7 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P38) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p37h_muncod","Esta pregunta se refiere al municipio donde la persona vivía el año 2019, siempre que residía dicho año en Bolivia.","37. ¿Dónde vivía el año 2019? 1 Aquí, en este municipio (PASE A P38) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 7 Potosí 7 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P38) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p37h1_provcod","Esta pregunta se refiere a la provincia donde la persona vivía el año 2019, siempre que residía dicho año en Bolivia.","37. ¿Dónde vivía el año 2019? 1 Aquí, en este municipio (PASE A P38) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 7 Potosí 7 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P38) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p37j_deptocod","Esta pregunta se refiere al departamento donde la persona vivía el año 2019, siempre que residía dicho año en Bolivia.","37. ¿Dónde vivía el año 2019? 1 Aquí, en este municipio (PASE A P38) 2 En otro municipio del país ¿Cuál? ¿De qué departamento? 1 Chuquisaca 2 La Paz 3 Cochabmba 4 Oruro 7 Potosí 7 Tarija 7 Santa Cruz 8 Beni 9 Pando (PASE A P38) 3 En otro país ¿Cuál?","Todas las personas.",""
2024,"persona","p38_asiste","Esta pregunta se refiere a la asistencia actual de la persona a un centro o establecimiento educativo.","38. Actualmente, asiste como estudiante a: 1 Curso de alfabetización o post alfabetización 2 Centro de Educación Alternativa (CEA) 3 Centro de Educación Especial 4 Guardería o centro infantil 5 Pre kínder, kínder, escuela o colegio 6 Instituto de Formación Técnica Profesional 7 Universidades, UNIPOL, UNIMIL, Escuela Superior de Formación de Maestros 8 No asiste (PASE A P40)","Todas las personas.",""
2024,"persona","p39_tipoest","Esta pregunta se refiere al tipo de administración del centro o establecimiento educativo (público/convenio o privado) al que asiste actualmente la persona.","39. El centro o establecimiento educativo al que asiste es: 1 Público o de convenio 2 Privado","Todas las personas.",""
2024,"persona","p40_lee","Esta pregunta se refiere a la capacidad que tiene una persona para leer y escribir, en cualquier idioma.","40. ¿Sabe leer y escribir? 1 Sí 2 No","Solo para personas de 5 años o más de edad.",""
2024,"persona","p41a_nivel","Es el grado máximo terminado en el nivel más avanzado al que se haya asistido en el sistema educacional del país en el que se haya recibido la educación.","41. ¿Cuál es el último curso o año que aprobó y en qué nivel educativo? 1 Ninguno 0 2 Curso de alfabetización 0 3 Inicial (Pre kinder, Kinder) 1 - 2 4 Básico 1 - 2 - 3 - 4 - 5 5 Intermedio 1 - 2 - 3 6 Medio 1 - 2 - 3 - 4 7 Primaria 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 8 Secundaria 1 - 2 - 3 - 4 - 5 - 6 9 Técnico Medio 1 - 2 10 Técnico Superior 1 - 2 - 3 11 Licenciatura 1 - 2 - 3 - 4 - 5 12 Maestria 1 - 2 13 Doctorado 1 - 2 - 3 - 4","Solo para personas de 5 años o más de edad.",""
2024,"persona","p41a_nivel_act","Esta variable derivada se refiere al grado más alto aprobado dentro del nivel educativo más avanzado que alcanzó la persona con equivalencia al sistema actual de educación del país.","","Personas de 5 años o más de edad.","Variable derivada a partir de la pregunta 41 “Nivel y curso aprobado” con equivalencia al sistema actual de educación del país."
2024,"persona","p41b_curso","Es el grado máximo terminado en el nivel más avanzado al que se haya asistido en el sistema educacional del país en el que se haya recibido la educación.","41. ¿Cuál es el último curso o año que aprobó y en que nivel educativo? 1 Ninguno 0 2 Curso de alfabetización 0 3 Inicial (Pre kinder, Kinder) 1 - 2 4 Básico 1 - 2 - 3 - 4 - 5 5 Intermedio 1 - 2 - 3 6 Medio 1 - 2 - 3 - 4 7 Primaria 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 8 Secundaria 1 - 2 - 3 - 4 - 5 - 6 9 Técnico Medio 1 - 2 10 Técnico Superior 1 - 2 - 3 11 Licenciatura 1 - 2 - 3 - 4 - 5 12 Maestria 1 - 2","Solo para personas de 5 años o más de edad.",""
2024,"persona","p41b_curso_act","Esta variable derivada se refiere al grado más alto aprobado dentro del nivel educativo más avanzado que alcanzó la persona con equivalencia al sistema actual de educación del país.","","Personas de 5 años o más de edad.","Variable derivada a partir de la pregunta 41 “Nivel y curso aprobado” con equivalencia al sistema actual de educación del país."
2024,"persona","p42_discap","Esta variable derivada se refiere a la condición de discapacidad en al menos uno de cuatro dominios (ver, oír, caminar, subir gradas o usar brazos o manos y comunicarse, aprender, concentrarse o razonar), basada en la metodología del ""Grupo de Washington sobre Estadísticas de Discapacidad"" para fines de comparabilidad internacional. Esta clasificación se basa en la declaración de las personas y no es comparable con el tipo de medición utilizada en los Registros Administrativos.","","Personas de 5 años o más de edad. No incluye a la población que reside habitualmente en el exterior y no declararon en la pregunta 42.","Variable derivada de las preguntas 42a, 42b, 42c y 42d, que recodifica con código 1 cuando la persona declaró, en al menos uno de los cuatro dominios, las categorías 3 o 4; y con código 2 (no tiene discapacidad) cuando declaró las categorías 1 o 2 en todos los dominios."
2024,"persona","p42a_ver","Esta pregunta se refiere a la percepción del informante sobre el grado de dificultad permanente que tiene para ver, incluso cuando usa lentes.","42.a ¿Tiene dificultad permanente para ver, incluso cuando usa lentes? 1 Ninguna 2 Algo 3 Mucha 4 Total Dificultad","Solo para personas de 5 años o más de edad.",""
2024,"persona","p42b_oir","Esta pregunta se refiere a la percepción del informante sobre el grado de dificultad permanente que tiene para oir, incluso cuando usa audífonos..","42.b ¿Tiene dificultad permanente para oir, incluso cuando usa audifonos? 1 Ninguna 2 Algo 3 Mucha 4 Total Dificultad","Solo para personas de 5 años o más de edad.",""
2024,"persona","p42c_camina","Esta pregunta se refiere a la percepción del informante sobre el grado de dificultad permanente que tiene para caminar, subir gradas o usar brazos o manos.","42.c ¿Tiene dificultad permanente para caminar, subir gradas o usar sus brazos o manos? 1 Ninguna 2 Algo 3 Mucha 4 Total Dificultad","Solo para personas de 5 años o más de edad.",""
2024,"persona","p42d_comuni","Esta pregunta se refiere a la percepción del informante sobre el grado de dificultad permanente que tiene para comunicarse, aprender, concentrarse o razonar.","42.d ¿Tiene dificultad permanente para comunicarse, aprender, concentrarse o razonar? 1 Ninguna 2 Algo 3 Mucha 4 Total Dificultad","Solo para personas de 5 años o más de edad.",""
2024,"persona","p43_pago","Esta pregunta se realiza para definir la condición de actividad, permite identificar la población que trabaja a cambio de un pago o ingreso (en dinero o en especie) en la semana pasada, ya sea por realizar alguna actividad productiva o de servicios y/o ventas, de acuerdo a la primera percepción del informante sobre trabajo. Pregunta de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","43. La semana pasada, ¿trabajó por un pago o ingreso? 1 Sí ( PASE A P49) 2. No","Solo para personas de 7 años o más de edad.",""
2024,"persona","p44_nego","Esta pregunta se realiza para definir la condición de actividad, permite identificar la persona que trabaja pero que contribuye al negocio familiar para la venta o consumo propio del hogar, donde puede o no recibir un pago remunerado directo, de acuerdo a la segunda percepción del informante sobre trabajo. Pregunta de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","44. La semana pasada, ¿ayudó o trabajó en un negocio propio o familiar? 1 Sí (PASE A P49) 2 No","Solo para personas de 7 años o más.",""
2024,"persona","p45_agro","Esta pregunta se realiza para identificar a los agricultores, criadores de animales, o aquellas personas que realizan caza, pesca o recolección en la semana de referencia (semana pasada). Pregunta de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","45. La semana pasada, ¿atendió cultivos agrícolas o cría de animales? 1 Sí 2 No (PASE A P47)","Solo para personas de 7 años o más de edad.",""
2024,"persona","p46_dest","Esta pregunta se realiza para clasificar a los agricultores, criadores de animales, pesca o recolección en productores para el mercado (venta) o para consumo propio (autoconsumo). Pregunta de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","46. Los cultivos agrícolas o cría de animales son destinados: 1 ¿La mayor parte para la venta? ( PASE A P49) 2 ¿La mayor parte para consumo de su familia?","Solo para personas de 7 años o más de edad.",""
2024,"persona","p47_otro","Esta pregunta se realiza para identificar personas que desarrollan actividades ocasionales remuneradas (en dinero o en especie), y ayuda a la identificación de la población ocupada, o bien estuvo ausente del mismo por causas temporales: licencia, vacación, enfermedad o falta de materiales en el periodo de referencia. Pregunta de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","47. La semana pasada: 1 ¿Realizó alguna otra actividad ocasional por un pago o ingreso? (PASE A P49) 2 ¿Tenía algún trabajo, pero no trabajó por licencia, vacación, enfermedad o falta de materiales? (PASE A P49) 3 No trabajó. (PASE A P48)","Solo para personas de 7 años o más de edad.",""
2024,"persona","p48_nocu","Esta pregunta completa la estructura de clasificación de la condición de actividad, y permite la identificación de la población desocupada (aspirante y cesante) que busca un trabajo o una vinculación con el mercado laboral, y de la población fuera de la fuerza de trabajo (inactiva) que ni busca ni trabaja y que se encuentran fuera del mercado laboral temporal o permanentemente. Pregunta de acuerdo a las definiciones de la décimo novena Conferencia Internacional de Estadísticos del Trabajo (CIET 19°).","48. Las últimas 4 semanas: 1 ¿Buscó trabajo por primera vez? (pase a la P53) 2 ¿Buscó trabajo habiendo trabajado antes? (pase a la P53) 3 ¿Estuvo como pasante o aprendiz sin recibir pago? (pase a la P53) 4 ¿Estuvo estudiando? (pase a la P53) 5 ¿Es jubilada(o), pensionista o rentista? (pase a la P53) 6 ¿Realizó labores de su casa o cuidado de los miembros de su hogar? (pase a la P53) 7 Otro (especifique). (pase a la P53)","Solo para personas de 7 años o más de edad.",""
